time,low,high,open,close,volume
2024-12-28 13:38:00+00:00,94501.91,94554.26,94554.26,94512.12,1.01184998
2024-12-28 13:39:00+00:00,94488.64,94512.12,94512.12,94488.64,0.59707467
2024-12-28 13:40:00+00:00,94457.7,94488.64,94488.64,94460.38,1.17854651
2024-12-28 13:41:00+00:00,94460.37,94493.64,94460.38,94485.71,2.34527108
2024-12-28 13:42:00+00:00,94450.0,94490.42,94490.42,94450.01,1.06579653
2024-12-28 13:43:00+00:00,94382.42,94452.72,94450.01,94382.72,1.19673334
2024-12-28 13:44:00+00:00,94382.73,94429.82,94382.73,94409.24,4.42285579
2024-12-28 13:45:00+00:00,94382.42,94441.54,94401.3,94438.33,4.14085223
2024-12-28 13:46:00+00:00,94402.15,94440.07,94438.33,94432.26,2.3898823
2024-12-28 13:47:00+00:00,94431.7,94477.58,94432.25,94439.25,7.9333255
2024-12-28 13:48:00+00:00,94326.36,94438.67,94438.67,94347.35,4.83215052
2024-12-28 13:49:00+00:00,94347.35,94403.5,94347.35,94390.92,1.69712225
2024-12-28 13:50:00+00:00,94386.87,94498.23,94390.91,94498.23,5.61291674
2024-12-28 13:51:00+00:00,94455.18,94534.0,94498.23,94468.18,8.55099967
2024-12-28 13:52:00+00:00,94469.89,94507.17,94478.83,94477.16,1.23235505
2024-12-28 13:53:00+00:00,94430.12,94496.05,94477.15,94496.05,5.19252095
2024-12-28 13:54:00+00:00,94450.8,94496.05,94496.05,94470.8,1.16264368
2024-12-28 13:55:00+00:00,94470.45,94545.68,94470.64,94545.68,1.94482435
2024-12-28 13:56:00+00:00,94515.48,94560.7,94552.11,94525.74,0.71061831
2024-12-28 13:57:00+00:00,94514.82,94534.09,94525.73,94533.08,0.36927216
2024-12-28 13:58:00+00:00,94528.34,94543.29,94533.08,94543.28,0.74040556
2024-12-28 13:59:00+00:00,94501.29,94543.3,94543.28,94501.3,0.96125445
2024-12-28 14:00:00+00:00,94483.21,94535.81,94501.29,94535.79,1.81399604
2024-12-28 14:01:00+00:00,94507.82,94553.07,94535.79,94507.83,2.13909011
2024-12-28 14:02:00+00:00,94416.06,94524.2,94507.83,94444.45,1.73790039
2024-12-29 07:50:00+00:00,95018.01,95062.54,95018.01,95061.66,0.38810472
2024-12-29 07:51:00+00:00,95060.81,95067.4,95061.68,95062.53,0.14482129
2024-12-29 07:52:00+00:00,95062.52,95083.28,95062.53,95081.27,0.79925725
2024-12-29 07:53:00+00:00,95081.26,95090.0,95081.26,95090.0,0.19919635
2024-12-29 07:54:00+00:00,95089.99,95099.96,95090.0,95099.95,0.67603706
2024-12-29 07:55:00+00:00,95081.28,95099.96,95099.96,95099.96,0.33807243
2024-12-29 07:56:00+00:00,95098.71,95100.0,95099.96,95100.0,0.55588996
2024-12-29 07:57:00+00:00,95099.99,95100.0,95100.0,95100.0,0.32636927
2024-12-29 07:58:00+00:00,95097.97,95100.0,95099.99,95099.99,1.3060189
2024-12-29 07:59:00+00:00,95099.99,95111.41,95100.0,95111.41,0.55862431
2024-12-29 08:00:00+00:00,95083.72,95149.0,95111.4,95083.73,1.22239805
2024-12-29 08:01:00+00:00,95038.21,95083.73,95083.73,95061.66,0.97216929
2024-12-29 08:02:00+00:00,95061.65,95094.7,95061.65,95087.8,0.47125841
2024-12-29 08:03:00+00:00,95054.84,95091.26,95087.8,95054.84,0.72172294
2024-12-29 08:04:00+00:00,95043.7,95057.43,95054.85,95043.72,0.2780763
2024-12-29 08:05:00+00:00,95041.74,95051.06,95043.72,95041.8,0.38307602
2024-12-29 08:06:00+00:00,95027.52,95057.67,95041.81,95031.71,1.07576258
2024-12-29 08:07:00+00:00,95004.27,95031.71,95031.7,95008.52,1.19846762
2024-12-29 08:08:00+00:00,94981.24,95018.17,95008.53,94981.24,1.65165282
2024-12-29 08:09:00+00:00,94981.49,95010.0,94985.64,94981.5,1.03931407
2024-12-29 08:10:00+00:00,94965.58,94984.33,94981.79,94969.64,0.61143698
2024-12-29 08:11:00+00:00,94954.37,94981.36,94969.63,94978.5,0.34697563
2024-12-29 08:12:00+00:00,94966.56,94998.49,94975.01,94998.49,1.36993365
2024-12-29 08:13:00+00:00,94997.95,94998.49,94998.49,94997.99,0.23567448
2024-12-29 08:14:00+00:00,94997.97,95002.82,94997.97,95002.81,0.37050234
2024-12-29 08:15:00+00:00,94955.55,95002.82,95002.81,94964.12,0.9918396
2024-12-29 08:16:00+00:00,94944.83,94964.12,94964.12,94947.18,0.11082982
2024-12-29 08:17:00+00:00,94941.14,94980.89,94947.18,94980.89,0.88753158
2024-12-29 08:18:00+00:00,94980.89,94990.54,94980.9,94990.53,0.08368834
2024-12-29 08:19:00+00:00,94990.53,95044.19,94990.53,95044.19,2.43921292
2024-12-29 08:20:00+00:00,95010.24,95044.19,95044.19,95010.25,1.58201333
2024-12-29 08:21:00+00:00,94992.62,95022.96,95010.25,95022.95,0.66472279
2024-12-29 08:22:00+00:00,94991.33,95021.86,95017.23,94991.4,0.33004599
2024-12-29 08:23:00+00:00,94984.42,95002.95,94991.4,94989.33,0.82638083
2024-12-29 08:24:00+00:00,94980.9,95010.3,94989.38,95002.65,0.67568538
2024-12-29 08:25:00+00:00,94984.63,94999.27,94989.74,94984.64,0.21398999
2024-12-29 08:26:00+00:00,94980.9,94984.63,94984.63,94980.9,0.03076167
2024-12-29 08:27:00+00:00,94980.9,94991.55,94980.91,94991.51,0.74663199
2024-12-29 08:28:00+00:00,94955.62,94991.52,94991.52,94959.12,0.86040244
2024-12-29 08:29:00+00:00,94959.12,94984.65,94959.13,94969.38,0.7450432
2024-12-29 08:30:00+00:00,94953.27,94969.38,94969.38,94961.94,0.54363922
2024-12-29 08:31:00+00:00,94955.3,94965.72,94961.94,94955.3,0.55850675
2024-12-29 08:32:00+00:00,94958.81,94962.04,94958.82,94962.0,0.191107
2024-12-29 08:33:00+00:00,94960.37,94979.19,94962.0,94971.82,1.24329357
2024-12-29 08:34:00+00:00,94966.34,94994.05,94971.83,94973.18,1.14762004
2024-12-29 08:35:00+00:00,94967.85,94979.71,94973.19,94972.72,0.20471739
2024-12-29 08:36:00+00:00,94950.0,94976.36,94972.73,94950.0,0.4133997
2024-12-29 08:37:00+00:00,94930.46,94962.22,94950.01,94936.08,0.87442362
2024-12-29 08:38:00+00:00,94925.24,94954.66,94938.26,94954.66,0.23305748
2024-12-29 08:39:00+00:00,94946.27,94954.66,94954.66,94946.28,0.15341247
2024-12-29 08:40:00+00:00,94915.08,94947.88,94946.27,94923.06,0.18929162
2024-12-29 08:41:00+00:00,94910.6,94923.56,94923.06,94915.31,0.65332794
2024-12-29 08:42:00+00:00,94910.99,94923.55,94915.45,94914.03,0.25167746
2024-12-29 08:43:00+00:00,94910.24,94930.23,94916.17,94928.4,0.47494254
2024-12-29 08:44:00+00:00,94915.92,94951.83,94925.99,94936.89,1.85116092
2024-12-29 08:45:00+00:00,94930.07,94960.47,94936.9,94960.47,0.53736352
2024-12-29 08:46:00+00:00,94913.42,94963.76,94960.47,94920.04,0.37998165
2024-12-29 08:47:00+00:00,94913.41,94932.49,94920.25,94932.49,0.18225949
2024-12-29 08:48:00+00:00,94932.48,95002.03,94932.48,95002.03,4.21405008
2024-12-29 08:49:00+00:00,94954.67,95002.03,95002.02,94969.72,0.41907403
